end_station,end_lat,end_lon,day,end_count,time_range_0_count,time_range_3_count,time_range_6_count,time_range_9_count,time_range_12_count,time_range_15_count,time_range_18_count,time_range_21_count
4248,34.028351,-118.288673,Monday,64,2,0,2,14,7,15,17,7
4249,34.020302,-118.281181,Monday,130,3,0,10,30,27,34,19,7
4250,34.03017,-118.280952,Monday,62,2,0,6,5,5,17,24,3
4254,34.028679,-118.284111,Monday,29,0,0,1,1,4,12,9,2
4266,34.026291,-118.277687,Monday,136,7,0,5,10,28,24,36,26
4267,34.027618,-118.280678,Monday,14,2,0,2,0,2,1,6,1
4273,34.02586,-118.284103,Monday,85,0,0,7,11,8,26,20,13
4275,34.01252,-118.285896,Monday,30,8,1,0,5,6,5,2,3
4285,0,0,Monday,257,10,0,13,32,76,48,61,17
4286,0,0,Monday,64,0,1,0,5,20,12,24,2
4293,34.062279,-118.271523,Monday,29,1,2,1,1,7,6,7,4
4300,34.04887,-118.2743,Monday,52,1,2,3,5,10,14,10,7
4301,34.099049,-118.291496,Monday,25,0,1,6,1,11,1,1,4
4302,34.092491,-118.291443,Monday,35,1,1,2,2,10,7,6,6
4303,34.098011,-118.287071,Monday,14,4,0,0,3,1,0,6,0
4304,34.06258,-118.290092,Monday,72,1,2,5,11,15,17,12,9
4306,34.057652,-118.292183,Monday,34,3,0,1,1,3,10,11,5
4311,34.059689,-118.294662,Monday,52,3,0,1,1,10,9,19,9
4312,34.06699,-118.290878,Monday,39,2,1,1,3,9,3,5,15
4313,34.056808,-118.275002,Monday,36,2,0,6,10,4,4,9,1
4314,34.057709,-118.279762,Monday,67,4,1,4,13,7,13,18,7
4315,34.054031,-118.27092,Monday,54,3,0,2,10,11,12,12,4
4322,34.005871,-118.429161,Monday,22,0,0,0,1,2,4,14,1
4323,33.99958,-118.44136,Monday,2,0,0,0,1,0,1,0,0
4324,34.02655,-118.408463,Monday,21,0,1,2,1,0,4,8,5
4325,34.022518,-118.400589,Monday,16,0,0,2,6,1,2,5,0
4328,34.020061,-118.422684,Monday,7,1,0,0,1,2,2,1,0
4329,34.029121,-118.403168,Monday,19,0,2,7,0,3,3,2,2
4330,34.025688,-118.395302,Monday,20,0,0,2,4,3,3,8,0
4331,34.00351,-118.43438,Monday,24,0,0,6,8,3,3,2,2
4332,34.02948,-118.410469,Monday,8,0,0,4,0,0,2,2,0
4333,33.997231,-118.445969,Monday,6,0,0,1,2,0,1,2,0
4334,34.02018,-118.40403,Monday,17,0,0,2,0,0,4,10,1
4335,34.023392,-118.399223,Monday,14,0,0,5,1,2,2,2,2
4336,34.022449,-118.438332,Monday,11,0,0,3,1,1,1,3,2
4337,33.993019,-118.414909,Monday,5,0,0,0,0,1,2,2,0
4338,34.01376,-118.417801,Monday,18,1,0,0,0,1,9,5,2
4340,34.02338,-118.479637,Monday,25,0,0,3,2,8,6,4,2
4341,33.9953,-118.464844,Monday,6,0,0,0,1,1,0,4,0
4342,33.991161,-118.468292,Monday,51,0,0,2,13,11,10,13,2
4343,33.998322,-118.460983,Monday,18,0,0,0,1,2,1,14,0
4344,34.014309,-118.491341,Monday,213,12,1,6,18,51,61,54,10
4345,33.99556,-118.481552,Monday,318,0,0,5,56,97,85,66,9
4346,33.984341,-118.47155,Monday,212,0,0,8,34,62,62,35,11
4347,33.984928,-118.469963,Monday,31,0,0,1,6,7,9,6,2
4348,34.000881,-118.46891,Monday,25,0,0,1,10,4,5,5,0
4349,33.996239,-118.477448,Monday,78,0,9,12,23,8,6,20,0
4350,33.9986,-118.472977,Monday,11,0,0,0,1,1,7,2,0
4351,33.993729,-118.45356,Monday,26,2,0,1,2,6,7,7,1
4352,33.988419,-118.45163,Monday,20,0,0,1,4,5,6,4,0
4353,33.988129,-118.471741,Monday,46,2,0,1,11,14,11,5,2
4354,34.017681,-118.409081,Monday,31,1,1,6,7,1,5,6,4
4372,34.027882,-118.388901,Monday,19,0,0,1,3,2,8,4,1
4378,34.022331,-118.415771,Monday,8,1,0,0,0,0,6,0,1
4379,34.017368,-118.420601,Monday,6,3,0,0,1,0,2,0,0
4380,33.982922,-118.410927,Monday,17,0,0,3,13,1,0,0,0
4381,34.000332,-118.402321,Monday,6,0,0,0,2,1,1,2,0
4382,34.030472,-118.420982,Monday,2,0,0,2,0,0,0,0,0
4383,34.009022,-118.425011,Monday,14,0,0,0,1,2,2,8,1
4384,33.990318,-118.412048,Monday,5,0,0,0,0,1,2,2,0
4385,34.036678,-118.425339,Monday,5,0,0,1,1,0,2,1,0
4387,34.03352,-118.241837,Monday,38,0,0,25,2,4,6,1,0
4389,34.035351,-118.434143,Monday,19,0,0,3,3,5,3,4,1
4390,34.069271,-118.296593,Monday,63,4,1,1,11,8,6,18,14
4393,34.026829,-118.393517,Monday,12,0,0,1,7,0,3,1,0
4394,33.980789,-118.414902,Monday,14,0,0,2,8,3,1,0,0
4396,34.01157,-118.495422,Monday,14,1,0,0,2,1,4,5,1
4397,34.02697,-118.428207,Monday,10,0,0,1,2,1,1,3,2
4400,34.01688,-118.428452,Monday,21,0,0,3,3,7,3,3,2
4401,34.027828,-118.247139,Monday,39,1,1,7,3,11,6,4,6
4404,34.075611,-118.291862,Monday,39,3,0,6,2,5,9,11,3
4405,34.101509,-118.33979,Monday,34,0,0,2,2,7,6,10,7
4406,34.04813,-118.271027,Monday,19,2,0,1,3,8,0,5,0
4408,34.051899,-118.293678,Monday,6,0,0,1,0,0,1,4,0
4409,34.101891,-118.300613,Monday,30,0,0,5,16,0,4,5,0
4410,34.101871,-118.29377,Monday,126,7,2,3,3,23,16,30,42
4413,34.011799,-118.419533,Monday,9,0,0,0,0,0,2,4,3
4414,33.986511,-118.441917,Monday,13,0,0,4,1,1,1,1,5
4415,34.063351,-118.296799,Monday,16,2,0,0,0,0,6,5,3
4416,34.158321,-118.370811,Monday,4,1,0,0,1,0,1,0,1
4417,34.16835,-118.387497,Monday,8,0,0,0,1,0,1,6,0
4418,34.168331,-118.396156,Monday,5,0,0,0,0,2,2,1,0
4419,34.157581,-118.38826,Monday,4,0,0,0,1,0,1,2,0
4420,34.164951,-118.363632,Monday,57,1,0,10,8,11,12,9,6
4422,34.150688,-118.366127,Monday,3,0,0,0,0,0,3,0,0
4425,34.165218,-118.355148,Monday,4,0,0,0,0,0,2,2,0
4426,34.168629,-118.377068,Monday,12,0,0,0,2,2,0,2,6
4427,34.152142,-118.361954,Monday,9,0,0,0,0,1,0,8,0
4428,34.152,-118.350601,Monday,24,0,0,1,0,1,2,8,12
4429,34.149872,-118.378891,Monday,24,0,0,0,5,6,2,9,2
4430,34.162891,-118.370163,Monday,11,1,0,0,1,0,2,6,1
4431,34.161709,-118.372818,Monday,11,3,0,0,2,0,0,3,3
4432,34.168751,-118.36187,Monday,5,0,0,0,0,2,2,0,1
4435,34.172451,-118.370369,Monday,7,0,0,0,0,0,4,3,0
4436,34.177662,-118.382278,Monday,3,0,0,0,0,1,0,1,1
4437,34.139568,-118.362251,Monday,4,0,0,0,0,0,1,2,1
4438,33.738991,-118.28363,Monday,20,0,0,0,6,8,2,3,1
4440,34.105782,-118.291939,Monday,18,1,0,0,1,3,4,0,9
4441,34.105358,-118.28727,Monday,11,0,0,2,2,5,1,1,0
4442,34.094929,-118.284561,Monday,5,0,0,0,0,2,0,3,0
4443,34.061661,-118.298241,Monday,8,0,0,1,1,2,3,0,1
4444,34.026619,-118.281807,Monday,3,1,0,0,0,0,1,1,0
4445,34.098,-118.300468,Monday,3,0,0,0,0,1,1,0,1
4449,34.02166,-118.278687,Monday,3,1,0,0,1,0,0,1,0
4453,34.061619,-118.305573,Monday,2,0,0,0,0,1,1,0,0
,34.073639,-118.251572,,,,,,,,,,
,34.04557,-118.274193,,,,,,,,,,
,34.082649,-118.284393,,,,,,,,,,
