end_station,end_lat,end_lon,day,end_count,time_range_0_count,time_range_3_count,time_range_6_count,time_range_9_count,time_range_12_count,time_range_15_count,time_range_18_count,time_range_21_count
4351,33.993729,-118.45356,Sunday,26,0,0,0,5,9,8,4,0
4352,33.988419,-118.45163,Sunday,45,0,0,3,5,22,8,5,2
4353,33.988129,-118.471741,Sunday,81,0,0,2,21,18,27,13,0
4354,34.017681,-118.409081,Sunday,33,2,0,1,4,7,9,7,3
4372,34.027882,-118.388901,Sunday,19,1,0,0,5,5,5,3,0
4378,34.022331,-118.415771,Sunday,1,0,0,0,0,0,1,0,0
4379,34.017368,-118.420601,Sunday,4,0,0,0,2,1,1,0,0
4380,33.982922,-118.410927,Sunday,1,0,0,0,0,0,0,1,0
4381,34.000332,-118.402321,Sunday,3,0,0,0,1,0,2,0,0
4382,34.030472,-118.420982,Sunday,1,0,0,0,0,0,0,1,0
4383,34.009022,-118.425011,Sunday,12,0,0,1,0,5,3,3,0
4384,33.990318,-118.412048,Sunday,12,0,0,0,6,2,1,3,0
4385,34.036678,-118.425339,Sunday,4,1,0,1,1,0,0,1,0
4387,34.03352,-118.241837,Sunday,81,0,0,0,23,32,24,2,0
4389,34.035351,-118.434143,Sunday,8,0,1,0,0,1,5,1,0
4390,34.069271,-118.296593,Sunday,63,9,0,0,9,9,17,6,13
4393,34.026829,-118.393517,Sunday,11,0,0,0,7,0,2,2,0
4394,33.980789,-118.414902,Sunday,12,0,0,0,1,0,8,3,0
4395,34.01157,-118.495422,Sunday,6,0,0,0,0,2,4,0,0
4396,34.02697,-118.428207,Sunday,8,1,2,0,1,2,0,1,1
4397,34.01688,-118.428452,Sunday,6,0,0,0,2,1,1,2,0
4400,34.027828,-118.247139,Sunday,6,2,1,0,0,0,2,1,0
4401,34.075611,-118.291862,Sunday,50,5,0,1,9,10,12,6,7
4402,34.101509,-118.33979,Sunday,141,0,0,1,19,66,55,0,0
4404,34.04813,-118.271027,Sunday,23,7,0,0,3,6,1,4,2
4405,34.051899,-118.293678,Sunday,26,1,0,0,2,5,4,12,2
4406,34.101891,-118.300613,Sunday,80,2,0,3,14,26,30,5,0
4407,34.101871,-118.29377,Sunday,115,0,0,1,19,62,33,0,0
4408,34.011799,-118.419533,Sunday,5,0,0,0,0,2,2,1,0
4409,33.986511,-118.441917,Sunday,27,2,0,0,1,8,9,7,0
4410,34.063351,-118.296799,Sunday,140,14,2,2,2,22,40,37,21
4413,34.158321,-118.370811,Sunday,13,1,0,0,0,2,1,5,4
4414,34.16835,-118.387497,Sunday,10,0,0,0,1,4,4,0,1
4415,34.168331,-118.396156,Sunday,16,3,0,0,1,3,3,4,2
4416,34.157581,-118.38826,Sunday,8,0,0,0,1,3,2,0,2
4417,34.164951,-118.363632,Sunday,4,0,0,0,0,2,0,1,1
4418,34.150688,-118.366127,Sunday,11,0,0,0,0,2,1,1,7
4419,34.165218,-118.355148,Sunday,6,0,0,0,0,2,1,3,0
4420,34.168629,-118.377068,Sunday,52,1,1,7,15,8,14,6,0
4422,34.152142,-118.361954,Sunday,4,0,0,0,1,2,0,1,0
4425,34.152,-118.350601,Sunday,11,1,0,0,1,3,4,2,0
4426,34.149872,-118.378891,Sunday,17,4,0,0,2,0,7,0,4
4427,34.162891,-118.370163,Sunday,13,1,0,0,0,1,5,5,1
4428,34.161709,-118.372818,Sunday,20,0,0,0,0,7,6,7,0
4429,34.168751,-118.36187,Sunday,38,4,0,0,6,8,5,15,0
4430,34.172451,-118.370369,Sunday,8,0,0,0,0,2,2,3,1
4431,34.177662,-118.382278,Sunday,17,2,0,0,1,2,3,3,6
4432,34.139568,-118.362251,Sunday,7,0,0,0,1,5,0,0,1
4435,33.738991,-118.28363,Sunday,1,0,0,1,0,0,0,0,0
4437,34.105782,-118.291939,Sunday,4,0,0,0,0,2,0,2,0
4438,34.105358,-118.28727,Sunday,6,0,0,0,0,4,0,2,0
4440,34.094929,-118.284561,Sunday,25,2,0,1,3,7,8,3,1
4441,34.061661,-118.298241,Sunday,8,0,0,0,0,2,1,5,0
4442,34.026619,-118.281807,Sunday,3,0,0,0,1,0,1,1,0
4443,34.098,-118.300468,Sunday,4,1,0,0,0,1,2,0,0
4444,34.02166,-118.278687,Sunday,12,2,0,0,3,3,4,0,0
4445,34.061619,-118.305573,Sunday,13,3,0,2,1,5,1,0,1
4453,34.073639,-118.251572,Sunday,1,0,0,0,0,1,0,0,0
,34.04557,-118.274193,,,,,,,,,,
,34.082649,-118.284393,,,,,,,,,,
