start_station,start_lat,start_lon,day,time_range_0_count,time_range_3_count,time_range_6_count,time_range_9_count,time_range_12_count,time_range_15_count,time_range_18_count,time_range_21_count,start_count
4382,34.030472,-118.420982,Wednesday,0,0,1,0,3,3,5,0,12
4383,34.009022,-118.425011,Wednesday,0,0,6,8,3,1,0,0,18
4384,33.990318,-118.412048,Wednesday,0,0,1,0,0,0,1,1,3
4385,34.036678,-118.425339,Wednesday,0,0,0,3,1,2,3,0,9
4387,34.03352,-118.241837,Wednesday,0,0,2,7,6,15,17,5,52
4389,34.035351,-118.434143,Wednesday,3,0,0,0,1,5,10,3,22
4390,34.069271,-118.296593,Wednesday,1,0,8,6,4,5,7,14,45
4393,34.026829,-118.393517,Wednesday,0,0,1,13,2,1,2,0,19
4394,33.980789,-118.414902,Wednesday,0,0,0,0,0,3,1,0,4
4396,34.02697,-118.428207,Wednesday,0,0,3,0,2,1,0,0,6
4397,34.01688,-118.428452,Wednesday,0,0,1,0,3,3,2,1,10
4400,34.027828,-118.247139,Wednesday,0,0,3,0,4,6,2,0,15
4401,34.075611,-118.291862,Wednesday,2,1,3,7,10,12,11,5,51
4404,34.04813,-118.271027,Wednesday,0,3,5,7,8,13,9,3,48
4405,34.051899,-118.293678,Wednesday,1,1,11,3,2,3,8,3,32
4406,34.101891,-118.300613,Wednesday,0,0,5,2,3,4,1,0,15
4408,34.011799,-118.419533,Wednesday,0,0,2,2,0,2,0,0,6
4409,33.986511,-118.441917,Wednesday,0,0,0,2,0,6,5,0,13
4410,34.063351,-118.296799,Wednesday,8,0,3,10,12,7,22,22,84
4413,34.158321,-118.370811,Wednesday,0,1,3,0,3,2,4,0,13
4414,34.16835,-118.387497,Wednesday,0,0,4,0,1,14,1,0,20
4415,34.168331,-118.396156,Wednesday,2,0,0,1,3,5,4,2,17
4416,34.157581,-118.38826,Wednesday,3,0,0,3,2,5,2,0,15
4417,34.164951,-118.363632,Wednesday,0,0,0,1,2,3,3,0,9
4418,34.150688,-118.366127,Wednesday,0,0,1,8,1,1,0,0,11
4419,34.165218,-118.355148,Wednesday,0,0,0,1,3,2,2,2,10
4420,34.168629,-118.377068,Wednesday,1,2,9,5,6,7,27,4,61
4422,34.152142,-118.361954,Wednesday,0,0,1,1,0,1,0,0,3
4425,34.152,-118.350601,Wednesday,0,0,0,3,5,1,3,1,13
4426,34.149872,-118.378891,Wednesday,0,0,1,2,5,5,0,0,13
4427,34.162891,-118.370163,Wednesday,0,0,2,2,4,1,2,0,11
4428,34.161709,-118.372818,Wednesday,0,0,1,9,4,1,6,2,23
4429,34.168751,-118.36187,Wednesday,0,0,1,1,6,4,3,0,15
4430,34.172451,-118.370369,Wednesday,0,0,2,0,0,0,2,1,5
4431,34.177662,-118.382278,Wednesday,0,0,2,2,0,0,1,0,5
4432,34.139568,-118.362251,Wednesday,0,0,0,0,0,1,8,2,11
4436,34.105782,-118.291939,Wednesday,0,0,3,0,1,0,0,0,4
4437,34.105358,-118.28727,Wednesday,0,0,3,0,0,2,1,0,6
4438,34.094929,-118.284561,Wednesday,0,0,1,1,2,0,1,0,5
4440,34.061661,-118.298241,Wednesday,4,0,2,0,2,0,7,7,22
4441,34.026619,-118.281807,Wednesday,0,0,1,1,1,2,1,1,7
4443,34.02166,-118.278687,Wednesday,0,0,3,1,0,1,0,2,7
4444,34.061619,-118.305573,Wednesday,0,0,2,0,1,1,5,0,9
4445,34.073639,-118.251572,Wednesday,0,0,0,1,0,0,0,0,1
4453,34.082649,-118.284393,Wednesday,0,0,0,3,0,0,0,0,3
