start_station,start_lat,start_lon,day,time_range_0_count,time_range_3_count,time_range_6_count,time_range_9_count,time_range_12_count,time_range_15_count,time_range_18_count,time_range_21_count,start_count
4348,34.000881,-118.46891,Sunday,0,0,0,5,5,11,17,2,40
4349,33.996239,-118.477448,Sunday,0,0,0,14,18,11,5,0,48
4350,33.9986,-118.472977,Sunday,0,0,0,1,4,7,5,1,18
4351,33.993729,-118.45356,Sunday,0,0,1,8,9,7,7,0,32
4352,33.988419,-118.45163,Sunday,0,0,4,16,12,11,3,2,48
4353,33.988129,-118.471741,Sunday,0,0,7,23,16,30,11,4,91
4354,34.017681,-118.409081,Sunday,0,0,2,9,14,2,2,5,34
4372,34.027882,-118.388901,Sunday,0,0,0,1,0,5,0,0,6
4378,34.022331,-118.415771,Sunday,0,0,0,3,1,0,0,0,4
4379,34.017368,-118.420601,Sunday,2,0,0,1,1,0,0,0,4
4380,33.982922,-118.410927,Sunday,0,0,0,0,0,0,1,0,1
4381,34.000332,-118.402321,Sunday,0,0,1,0,2,2,0,0,5
4383,34.009022,-118.425011,Sunday,0,0,1,7,2,1,0,0,11
4384,33.990318,-118.412048,Sunday,0,0,0,6,3,1,1,0,11
4385,34.036678,-118.425339,Sunday,0,0,1,2,0,1,1,0,5
4387,34.03352,-118.241837,Sunday,0,0,0,8,38,53,2,1,102
4389,34.035351,-118.434143,Sunday,3,2,0,2,1,1,3,3,15
4390,34.069271,-118.296593,Sunday,4,0,2,12,14,13,6,15,66
4393,34.026829,-118.393517,Sunday,0,0,0,8,1,1,1,1,12
4394,33.980789,-118.414902,Sunday,0,0,0,1,5,6,0,0,12
4395,34.01157,-118.495422,Sunday,0,0,0,1,2,5,0,0,8
4396,34.02697,-118.428207,Sunday,0,0,0,3,2,1,0,0,6
4397,34.01688,-118.428452,Sunday,0,0,0,5,2,0,1,1,9
4400,34.027828,-118.247139,Sunday,2,0,2,0,0,4,1,0,9
4401,34.075611,-118.291862,Sunday,8,0,0,19,11,13,6,10,67
4402,34.101509,-118.33979,Sunday,0,0,2,49,66,4,0,0,121
4404,34.04813,-118.271027,Sunday,3,1,0,4,10,5,4,2,29
4405,34.051899,-118.293678,Sunday,1,1,2,3,8,4,11,1,31
4406,34.101891,-118.300613,Sunday,0,0,4,20,28,18,2,2,74
4407,34.101871,-118.29377,Sunday,0,0,6,70,83,7,0,0,166
4408,34.011799,-118.419533,Sunday,0,0,0,0,1,0,0,0,1
4409,33.986511,-118.441917,Sunday,0,0,0,8,6,5,4,0,23
4410,34.063351,-118.296799,Sunday,18,0,3,8,29,43,33,19,153
4413,34.158321,-118.370811,Sunday,1,0,7,1,4,5,2,2,22
4414,34.16835,-118.387497,Sunday,0,0,0,3,3,3,0,1,10
4415,34.168331,-118.396156,Sunday,0,0,0,0,4,1,3,0,8
4416,34.157581,-118.38826,Sunday,0,0,0,2,2,4,0,1,9
4417,34.164951,-118.363632,Sunday,0,0,0,3,0,0,2,0,5
4418,34.150688,-118.366127,Sunday,0,0,0,4,0,2,3,4,13
4419,34.165218,-118.355148,Sunday,0,0,0,1,2,1,3,0,7
4420,34.168629,-118.377068,Sunday,10,0,4,9,10,12,7,9,61
4422,34.152142,-118.361954,Sunday,0,0,0,3,3,1,0,0,7
4425,34.152,-118.350601,Sunday,1,0,0,2,3,2,2,1,11
4426,34.149872,-118.378891,Sunday,0,0,0,4,5,3,3,0,15
4427,34.162891,-118.370163,Sunday,0,0,0,0,5,4,2,1,12
4428,34.161709,-118.372818,Sunday,1,0,0,1,5,7,5,0,19
4429,34.168751,-118.36187,Sunday,0,0,1,7,7,0,13,0,28
4430,34.172451,-118.370369,Sunday,0,0,0,1,2,2,1,0,6
4431,34.177662,-118.382278,Sunday,2,1,0,4,3,1,2,1,14
4432,34.139568,-118.362251,Sunday,2,0,0,0,0,1,4,3,10
4435,33.738991,-118.28363,Sunday,1,0,0,0,2,0,0,0,3
4437,34.105358,-118.28727,Sunday,0,0,0,0,4,1,0,0,5
4438,34.094929,-118.284561,Sunday,0,0,0,1,3,0,1,0,5
4440,34.061661,-118.298241,Sunday,1,0,0,3,4,11,3,1,23
4441,34.026619,-118.281807,Sunday,0,0,0,2,1,1,2,0,6
4442,34.098,-118.300468,Sunday,0,0,1,0,0,2,0,0,3
4443,34.02166,-118.278687,Sunday,1,0,0,0,1,0,0,0,2
4444,34.061619,-118.305573,Sunday,1,0,0,4,6,3,0,0,14
4445,34.073639,-118.251572,Sunday,1,0,2,1,0,1,1,2,8
4449,34.04557,-118.274193,Sunday,0,0,2,0,0,0,0,0,2
