start_station,start_lat,start_lon,day,time_range_0_count,time_range_3_count,time_range_6_count,time_range_9_count,time_range_12_count,time_range_15_count,time_range_18_count,time_range_21_count,start_count
4383,34.009022,-118.425011,Thursday,0,0,2,7,2,5,2,0,18
4384,33.990318,-118.412048,Thursday,0,0,0,0,0,1,1,0,2
4385,34.036678,-118.425339,Thursday,0,0,1,3,1,2,2,1,10
4387,34.03352,-118.241837,Thursday,0,0,2,2,13,12,22,0,51
4389,34.035351,-118.434143,Thursday,1,0,0,3,3,4,3,3,17
4390,34.069271,-118.296593,Thursday,0,1,11,0,10,4,11,15,52
4393,34.026829,-118.393517,Thursday,2,0,2,3,7,7,1,1,23
4394,33.980789,-118.414902,Thursday,0,0,1,0,1,2,1,0,5
4396,34.02697,-118.428207,Thursday,0,0,3,3,1,1,5,0,13
4397,34.01688,-118.428452,Thursday,0,0,0,2,0,0,5,0,7
4400,34.027828,-118.247139,Thursday,0,0,5,3,5,6,6,0,25
4401,34.075611,-118.291862,Thursday,3,3,3,6,8,10,5,6,44
4404,34.04813,-118.271027,Thursday,0,0,3,3,7,9,8,6,36
4405,34.051899,-118.293678,Thursday,1,0,6,5,5,5,8,1,31
4406,34.101891,-118.300613,Thursday,1,0,4,3,7,6,5,0,26
4408,34.011799,-118.419533,Thursday,0,0,1,5,1,1,0,1,9
4409,33.986511,-118.441917,Thursday,0,0,2,3,5,6,3,1,20
4410,34.063351,-118.296799,Thursday,6,1,5,8,16,18,38,35,127
4413,34.158321,-118.370811,Thursday,0,1,0,0,0,1,2,1,5
4414,34.16835,-118.387497,Thursday,0,0,1,3,2,9,3,0,18
4415,34.168331,-118.396156,Thursday,0,0,2,3,1,0,5,0,11
4416,34.157581,-118.38826,Thursday,0,0,1,4,0,3,0,1,9
4417,34.164951,-118.363632,Thursday,0,1,1,4,1,1,6,0,14
4418,34.150688,-118.366127,Thursday,0,0,1,0,1,3,2,0,7
4419,34.165218,-118.355148,Thursday,0,0,0,3,2,1,1,0,7
4420,34.168629,-118.377068,Thursday,2,0,5,8,6,14,21,3,59
4422,34.152142,-118.361954,Thursday,0,0,3,0,2,0,0,0,5
4425,34.152,-118.350601,Thursday,0,0,1,2,3,1,5,4,16
4426,34.149872,-118.378891,Thursday,0,0,2,2,3,1,1,0,9
4427,34.162891,-118.370163,Thursday,0,0,2,3,1,0,0,1,7
4428,34.161709,-118.372818,Thursday,0,0,0,0,3,0,8,0,11
4429,34.168751,-118.36187,Thursday,1,0,1,5,6,4,3,5,25
4430,34.172451,-118.370369,Thursday,0,0,0,1,1,2,3,0,7
4431,34.177662,-118.382278,Thursday,0,2,1,5,4,1,1,0,14
4432,34.139568,-118.362251,Thursday,0,0,0,0,1,2,0,1,4
4435,33.738991,-118.28363,Thursday,0,0,1,0,0,1,2,2,6
4436,34.105782,-118.291939,Thursday,0,0,1,0,0,0,0,0,1
4437,34.105358,-118.28727,Thursday,0,0,3,0,2,0,0,0,5
4438,34.094929,-118.284561,Thursday,0,0,0,2,0,4,1,0,7
4440,34.061661,-118.298241,Thursday,0,0,1,5,0,5,11,3,25
4441,34.026619,-118.281807,Thursday,0,0,1,1,2,1,1,1,7
4442,34.098,-118.300468,Thursday,0,0,1,1,0,0,0,0,2
4443,34.02166,-118.278687,Thursday,0,0,2,0,2,1,0,1,6
4444,34.061619,-118.305573,Thursday,0,0,1,0,2,1,2,0,6
4445,34.073639,-118.251572,Thursday,0,0,1,0,1,0,1,1,4
4449,34.04557,-118.274193,Thursday,0,0,0,0,0,2,0,0,2
4453,34.082649,-118.284393,Thursday,0,0,0,0,1,0,0,1,2
